显示丢失文件警告,Show Missing File Warning
显示,Show \
包括虚假用户,Include Fake Users
启用饼形菜单,Enable Pie Menu
"""The Atomic Data Manager （""Stats for Nerds\"" panel）""","""The Atomic Data Manager \\""Stats for Nerds\\"" panel"""
书呆子统计,Stats for Nerds
类别,Categories:
概述,Overview
混合文件大小：     ,Blend File Size:     
共计: {0},Total: {0}
占位符,Placeholder
未使用： {0},Unused: {0}
未命名： {0},Unnamed: {0}
缺失 {0},Missing: {0}
对象,Objects
粒子系统,Particle Systems
"""显示原子数据管理器（Atomic Data Manager）弹出窗口（""Support Me\\"" popup","""Displays the Atomic \\""Support Me\\"" popup"""
喜欢原子数据管理器吗？,Like Atomic Data Manager?
请考虑支持我们的免费软件开发！,Consider supporting our free software development!
不再显示,Never Show Again
支持 Remington Creative,Support Remington Creative
无,none
解压缩下载的文件并验证内容,"Unzip the downloaded file, and validate contents"
"在不删除现有文件夹的情况下，将文件夹 ""merger ""合并到文件夹 ""base",Merge folder 'merger' into folder 'base' without deleting existing
指定要更新的标签名称和网址,Assign the tag name and url to update to
为更新状态加载或初始化 JSON 字典数据,Load or initialize JSON dictionary data for updater state
启动后台线程检查更新,Start a background thread which will check for updates
执行更新检查，作为后台线程的目标运行,"Perform update check, run as target of background thread"
与 Bitbucket API 集成，用于 git 格式的版本库,Integration to Bitbucket API for git-formatted repositories
比特库,bitbucket
与 Github API 集成,Integration to Github API
github,github
与 GitLab API 集成,Integration to GitLab API
gitlab,gitlab
为类字段添加注解属性以避免 Blender 2.8 警告,Add annotation attribute to class fields to avoid Blender 2.8 warnings
Blender 2.8 之前和之后拆分 UI 功能的中间方法,Intermediate method for pre and post blender 2.8 split UI function
Blender 2.8 前后抓取偏好设置的中间方法,Intermediate method for pre and post blender 2.8 grabbing preferences
检查并安装可用更新,Check and install update if available
更新 {x} 附加组件,Update {x} addon
检查并显示当前可用更新的弹出菜单,Popup menu to check and display current updates available
清除安装,Clean install
如果启用，则完全清除附加组件,"If enabled, completely clear the addon"
处理更新,Process update
决定安装、忽略或推迟新的附加组件更新,"Decide to install, ignore, or defer new addon update"
更新模块错误,Updater module error
更新 {} 已准备就绪！,Update {} ready!
选择 ,Choose 
或点击窗口外的 推迟,or click outside window to defer
无可用更新,No updates available
"按 ""确定 ""以退出对话框",Press okay to dismiss dialog
现在检查更新？,Check for update now?
检查更新,Check for Updates
检查原子数据管理器的更新,Check for an update to Atomic Data Manager
更新 ,Update 
更新至 {x} 附加组件的最新版本,Update to the latest version of the {x} addon
安装目标版本的原子数据管理器,Install a targeted version of Atomic Data Manager
要安装的目标版本,Target version to install
选择要安装的版本,Select the version to install
更新程序错误,Updater error
选择安装版本,Select install version
作为备用方案，引导用户到 d,"As a fallback, direct the user to download the addon manually"
手动安装更新,Install update manually
继续手动安装更新,Proceed to manually install update
出现错误,Error Occurred
尝试自动安装时出现问题,There was an issue trying to auto-install
按下面的下载按钮并像安装普通插件一样安装,Press the download button below and install
像安装普通插件一样安装压缩文件。,the zip file like a normal addon.
手动安装插件,Install the addon manually
直接下载,Direct download
(直接下载失败）,(failed to retrieve direct download)
打开网站,Open website
查看源网站下载更新,See source website to download the update
已安装附加组件，弹出窗口告知用户已完成安装或出错原因,"Addon in place, popup telling user it completed or what went wrong"
安装报告,Installation Report
更新安装响应,Update installation response
出现错误，未安装,"Error occurred, did not install"
点击手动下载。,Click for manual download.
恢复插件,Addon restored
重启搅拌器重新加载。,Restart blender to reload.
已成功安装插件,Addon successfully installed
考虑重新启动 blender 以完全重新加载。,Consider restarting blender to fully reload.
从备份恢复插件,Restore addon from backup
恢复备份,Restore backup
防止今后弹出更新通知,Prevent future update notice popups
忽略更新,Ignore update
忽略更新以防止未来弹出通知,Ignore update to prevent future popups
停止后台更新检查,Stop checking for update in the background
结束后台检查,End background check
传入更新器，后台线程更新器,"Passed into the updater, background thread updater"
可放在其他操作符前面，按下后启动,Can be placed in front of other operators to launch when pressed
重启搅拌器,Restart blender
以完成更新,to complete update
更新准备就绪！,Update ready!
忽略,Ignore
更新,Update
手动安装,Install manually
立即获取,Get it now
初始化更新程序代码时出错：,Error initializing updater code:
获取更新程序首选项出错,Error getting updater preferences
更新原子数据管理器,Update Atomic Data Manager
重新启动搅拌机以完成更新,Restart blender to complete update
自动检查更新,Automatically check for updates every:
检查...,Checking...
直接更新至 ,Update directly to 
现在更新至 ,Update now to 
下载 ,Download 
插件已更新,Addon is up to date
安装最新 {} / 旧版本,Install latest {} / old version
重新安装/安装旧版本,Reinstall / install old version
恢复插件备份 ({}),Restore addon backup ({})
上次更新检查 ,Last update check: 
上次更新检查 从不,Last update check: Never
上次检查 ,Last check: 
上次检查 从不,Last check: Never
在此模块中注册操作员,Registering the operators in this module
